# NASA Exoplanet Archive pscomppars, as of 2026-09-08; slimmed by scripts/build-exoplanets.py
pl_name,hostname,ra,dec,sy_dist,pl_rade,pl_bmasse,pl_orbper,disc_year,discoverymethod,st_teff,st_rad,st_spectype
HD 192310 c,HD 192310,303.828,-27.0338,8.797,5.25,24,525.8,2011,Radial Velocity,5166,0.858,K3V
HD 4208 b,HD 4208,11.1126,-26.515,34.194,13.9,257.442,832.97,2001,Radial Velocity,5717,0.846,G7 V Fe-1 CH-0.5
HD 164922 b,HD 164922,270.63,26.3104,22.002,13.3,116,1207,2005,Radial Velocity,5390,0.946,G9 V
HD 197037 b,HD 197037,309.887,42.2476,33.194,13.9,251,1035.7,2012,Radial Velocity,6150,1.105,F7 V
HD 4308 b,HD 4308,11.1653,-65.6527,22.016,4.12,15.892,15.56,2005,Radial Velocity,5686,1.02,G5V
Kepler-272 c,Kepler-272,299.128,47.5938,889.608,1.79,97.8,6.05734,2014,Transit,5297,0.929,
HD 4313 b,HD 4313,11.4181,7.84505,136.308,13.4,612.458,356.21,2009,Radial Velocity,4943,5.14,G5
HD 168746 b,HD 168746,275.457,-11.923,41.568,11.1,85.814,6.404,2002,Radial Velocity,5570,1.09,G5
HD 148156 b,HD 148156,247.072,-46.3175,57.129,13.9,270.144,1027,2009,Radial Velocity,6308,1.21,G0/2 V
HD 17092 b,HD 17092,41.5924,49.653,228.422,12.5,3219.62,359.9,2007,Radial Velocity,4326,13.58,K0 III
HD 27894 b,HD 27894,65.1976,-59.4097,43.821,14.1,196.736,18.0194,2005,Radial Velocity,4875,0.892,K2 V
HD 28254 b,HD 28254,66.2108,-50.6228,55.288,13,1207.75,1333,2010,Radial Velocity,5664,1.48,G5 V
HD 148427 b,HD 148427,247.117,-13.3996,71.35,13.7,381.394,331.9,2009,Radial Velocity,5025,3.86,K0 III- IV
HD 171028 b,HD 171028,278.064,6.94568,111.659,13.2,832.715,550,2007,Radial Velocity,5671,2.47,G0
HD 204313 c,HD 204313,322.051,-21.7274,47.794,4.31,17.163,34.9588,2015,Radial Velocity,5767,1.1,G5 V
HD 30177 b,HD 30177,70.4771,-58.0208,55.587,12.6,2622.08,2539,2002,Radial Velocity,5680,1.019,G8 V
HD 290327 b,HD 290327,80.84,-2.27804,56.433,13.3,772.327,2443,2009,Radial Velocity,5505,0.95,G8 V
HD 152581 b,HD 152581,253.432,11.9737,165.76,13.4,594.024,686.5,2011,Radial Velocity,5027,5.14,K0
HD 177830 b,HD 177830,286.336,25.9204,62.767,13.5,537.133,410.1,1999,Radial Velocity,4901,3.26,K0
HD 20794 b,HD 20794,49.9998,-43.0667,6.003,1.45,2.7,18.314,2011,Radial Velocity,5368,0.93,G6 V
HD 31253 b,HD 31253,73.6823,12.352,58.144,14.1,197.055,466,2010,Radial Velocity,6130,1.75,F8
HD 178911 B b,HD 178911 B,287.263,34.6007,40.973,12.6,2552.18,71.484,2001,Radial Velocity,5588,1.08,G5
HD 155358 b,HD 155358,257.393,33.3549,43.62,13.8,314.652,194.3,2007,Radial Velocity,5905,1.38,G0
HD 154857 b,HD 154857,257.816,-56.681,63.448,13.3,778.683,408.6,2004,Radial Velocity,5589,2.3,G5 V
HD 155358 c,HD 155358,257.393,33.3549,43.62,13.9,261,391.9,2007,Radial Velocity,5900,1.38,G0
HD 210702 b,HD 210702,332.964,16.0405,54.196,13.6,481.51,355.5,2007,Radial Velocity,4912,4.54,K1 IV
HD 3651 b,HD 3651,9.83872,21.2489,11.134,10.1,72.465,62.25,2003,Radial Velocity,5221,0.872,K0 V
HD 156668 b,HD 156668,259.418,29.2282,24.332,1.87,4.15,4.6455,2010,Radial Velocity,4850,0.72,K2
HD 156411 b,HD 156411,259.964,-48.5502,56.865,14,235.18,842.2,2009,Radial Velocity,5900,2.16,F8 IV/V
HD 183263 b,HD 183263,292.102,8.35792,54.196,13.1,1103.18,624.874,2004,Radial Velocity,5948,1.23,G2 IV
HD 63454 b,HD 63454,114.841,-78.2792,37.689,12.31,79.457,2.81805,2005,Radial Velocity,4812,0.77,K4 V
HD 89307 b,HD 89307,154.588,12.6209,32.01,13.4,642.013,2166,2009,Radial Velocity,5955,1.1,G0 V
rho CrB b,rho CrB,240.26,33.3002,17.467,13.7,347.995,39.849,1997,Radial Velocity,5817,1.362,G0
HD 66428 b,HD 66428,120.869,-1.1636,53.282,12.4,3478.95,2269.82,2005,Radial Velocity,5716,1.13,G8 IV (+ G)
HD 93083 b,HD 93083,161.087,-33.5777,28.516,14.3,143.341,144.72,2005,Radial Velocity,5034,0.837,K2 IV-V
HD 69830 b,HD 69830,124.601,-12.6364,12.559,3.17,10.2,8.667,2006,Radial Velocity,5385,0.887,K0V
TrES-3 b,TrES-3,268.029,37.5463,231.337,14.975,607.03,1.30619,2007,Transit,5650,0.829,G4 V
WASP-50 b,WASP-50,43.6881,-10.898,184.848,13.07,466.829,1.9551,2011,Transit,5400,0.843,
HD 69830 d,HD 69830,124.601,-12.6364,12.559,4.45,18.1,197,2006,Radial Velocity,5385,0.887,K0V
HD 96127 b,HD 96127,166.441,44.3015,587.659,13,1207.75,638.9,2011,Radial Velocity,3943,35,K2 III
HD 70573 b,HD 70573,125.708,1.85911,59.182,12.8,1900,851.8,2007,Radial Velocity,5737,0.977,G1-1.5 V
HD 97658 b,HD 97658,168.638,25.7106,21.562,2.12,8.3,9.48971,2010,Radial Velocity,5212,0.728,K1 V
V0391 Peg b,V0391 Peg,331.05,26.4188,1195.98,13.1,1017.06,1170,2007,Pulsation Timing Variations,29300,0.23,sdBV
WASP-8 b,WASP-8,359.901,-35.0313,89.961,12.666,807.288,8.15872,2010,Transit,5600,1.03,G8 V
WASP-10 b,WASP-10,348.993,31.4627,140.998,12.106,1001.12,3.09276,2008,Transit,4675,0.698,K5 V
XO-2 N b,XO-2 N,117.027,50.2251,154.273,11.131,199.915,2.61586,2007,Transit,5290,0.998,G8 V
HD 74156 b,HD 74156,130.605,4.57723,57.603,13.5,532.363,51.6356,2003,Radial Velocity,6068,1.511,G0
HD 99706 b,HD 99706,172.126,43.9662,146.6,13.7,390.931,841,2011,Radial Velocity,4862,5.52,K0
HIP 12961 b,HIP 12961,41.6801,-23.086,23.371,13.2,114.419,57.435,2010,Radial Velocity,3901,0.65,M0
HD 45184 b,HD 45184,96.182,-28.7806,21.953,3.52,12.19,5.8854,2019,Radial Velocity,5869,1.075,G1.5 V
WASP-16 b,WASP-16,214.683,-20.2754,194.134,13.675,394.109,3.1186,2009,Transit,5700,1.14,
HD 45364 b,HD 45364,96.4106,-31.481,34.354,9.03,60.165,225.79,2008,Radial Velocity,5466,0.89,K0 V
HD 75898 b,HD 75898,133.461,33.0567,78.05,13.2,810.462,422.82,2007,Radial Velocity,6122,1.55,F8 V
HD 7924 b,HD 7924,20.4957,76.7101,16.992,,2058.26,5.39792,2008,Radial Velocity,5131,0.78,K0.5 V
Kepler-746 b,Kepler-746,290.682,37.3552,450,1.11,1.41,3.48159,2016,Transit,5418,0.93,
HD 79498 b,HD 79498,138.789,23.3749,48.949,13.6,425.892,1807,2011,Radial Velocity,5748,1.05,G5
HD 48265 b,HD 48265,100.007,-48.5418,90.545,12.6,2351.93,778.51,2008,Radial Velocity,5733,1.901,G5 IV/V
HD 49674 b,HD 49674,102.877,40.8672,43.04,6.2,31.783,4.94737,2002,Radial Velocity,5602,1.02,G5 V
HIP 57274 c,HIP 57274,176.171,30.9577,25.862,14.2,130,32.03,2011,Radial Velocity,4640,0.68,K4 V
HD 52265 b,HD 52265,105.075,-5.36681,29.98,13.7,384.574,119.27,2000,Radial Velocity,6136,1.32,G0V
HR 8799 e,HR 8799,346.87,21.134,41.244,13.115,3178.3,20815.6,2010,Imaging,7400,1.493,A5
HD 5891 b,HD 5891,15.1383,20.2923,283.502,12.6,2425.04,177.11,2011,Radial Velocity,4673,10.64,G5
HD 85390 b,HD 85390,147.511,-49.7905,33.523,6.16,31.465,799.52,2011,Radial Velocity,5186,0.8,K1.5 V
xi Aql b,xi Aql,298.562,8.46111,56.186,13.4,616.905,136.97,2007,Radial Velocity,4841,10.86,K0 III
WASP-35 b,WASP-35,76.0819,-6.22978,202.218,14.572,225.659,3.16158,2011,Transit,5990,1.08,
TOI-1408 b,TOI-1408,313.511,72.5807,139.484,25,593,4.42587,2023,Transit,6117,1.53,F8 V
TOI-2524 b,TOI-2524,160.887,-1.9127,438.842,11.209,203.41,7.18585,2023,Transit,5831,1.119,
HD 219415 b,HD 219415,348.724,56.7303,165.184,13.8,317.83,2093.3,2012,Radial Velocity,4820,2.9,K0 III
WD 0806-661 b,WD 0806-661,121.728,-66.3059,19.244,12.106,2224.8,,2011,Imaging,10393,,DQ
WASP-99 b,WASP-99,39.8977,-50.0082,158.66,11.433,772.327,5.75251,2014,Transit,6150,1.64,F8
HD 32963 b,HD 32963,76.982,26.3277,38.079,13.4,657.905,2372,2015,Radial Velocity,5727,1.111,G5 IV
K2-133 b,K2-133,70.1494,25.0098,75.17,1.34,2.36,3.07133,2017,Transit,3655,0.455,M1.5 V
HATS-53 b,HATS-53,176.628,-33.8601,585.77,15.02,189.109,3.85378,2017,Transit,5644,1.101,
Kepler-286 b,Kepler-286,290.676,48.2942,1226.85,1.24,2.07,1.7963,2014,Transit,5580,0.863,
TOI-283 b,TOI-283,118.569,-65.4415,82.701,2.34,6.54,17.6175,2025,Transit,5213,0.85,K
Kepler-69 b,Kepler-69,293.261,44.8689,730.625,2.24,5.65,13.7223,2013,Transit,5638,0.93,G4 V
TOI-2525 b,TOI-2525,86.851,-60.5213,395.398,8.676,26.698,23.2856,2023,Transit,5096,0.785,K8 V
HD 169830 b,HD 169830,276.956,-29.8168,37.605,13.2,804.424,225.674,2000,Radial Velocity,6300,1.936,F8 V
HD 192699 b,HD 192699,304.025,4.58057,71.863,13.4,666.172,340.94,2007,Radial Velocity,5041,4.41,G8 IV
Pr0211 b,Pr0211,130.548,19.277,182.714,13.4,597.52,2.1461,2012,Radial Velocity,5300,0.827,
HATS-3 b,HATS-3,312.457,-24.4287,411.211,15.48,340.382,3.54785,2013,Transit,6351,1.404,F
HD 33844 c,HD 33844,78.1506,-14.951,105.779,13.5,556.202,916,2015,Radial Velocity,4861,5.29,K0 III
HATS-29 b,HATS-29,285.097,-54.8933,353.891,14.022,207.543,4.60587,2016,Transit,5670,1.073,G
K2-138 b,K2-138,348.949,-10.8497,202.585,1.51,3.1,2.35309,2017,Transit,5356,0.863,G8 V
gam Lib c,gam Lib,233.882,-14.7895,47.402,12.8,1662.56,966.49,2018,Radial Velocity,4879,12.38,K0 III
TOI-406.01,TOI-406,49.2626,-42.2441,31.06,2.08,6.57,13.1757,2024,Transit,3392,0.41,M3
Kepler-282 d,Kepler-282,284.677,44.7976,1337.61,2.46,61,24.806,2013,Transit,5656,0.89,
TOI-663 b,TOI-663,160.066,-8.51108,64.231,2.27,4.45,2.5989,2024,Transit,3681,0.512,M1 V
Kepler-283 b,Kepler-283,293.614,47.8389,468.094,2.13,5.18,11.0082,2014,Transit,4351,0.566,
HD 195019 b,HD 195019,307.079,18.7692,37.668,13,1264.96,18.2013,1998,Radial Velocity,5751,1.48,G3 IV-V
BD-06 1339 c,BD-06 1339,88.2512,-5.99634,20.27,8.38,53,125.94,2013,Radial Velocity,4324,0.686,K7/M0 V
CoRoT-25 b,CoRoT-25,280.63,6.51382,1103.48,12.11,85.81,4.86069,2013,Transit,6040,1.19,F9
HD 564 b,HD 564,2.46945,-50.2679,51.166,12.5,104.88,492.3,2014,Radial Velocity,5902,1.01,G2/G3 V
HATS-45 b,HATS-45,101.994,-21.9107,772.11,14.415,222.481,4.18762,2018,Transit,6450,1.315,
Kepler-421 b,Kepler-421,283.257,45.0877,348.558,4.16,16.1,704.198,2014,Transit,5308,0.757,G9/K0
TOI-663 d,TOI-663,160.066,-8.51108,64.231,1.92,5.2,7.10273,2024,Transit,3681,0.512,M1 V
TOI-1443 b,TOI-1443,297.399,76.1392,85.803,2.304,30,23.5407,2024,Transit,5224,0.751,
HAT-P-41 b,HAT-P-41,297.323,4.67241,348.185,22.978,378.218,2.69405,2012,Transit,6390,2.05,
HD 5608 b,HD 5608,14.5594,33.9506,58.111,13.7,371.224,768.7,2012,Radial Velocity,4807,5.43,K0 IV
HD 13908 b,HD 13908,34.5609,65.5942,79.552,13.9,274.91,19.382,2013,Radial Velocity,6255,1.67,F8 V
HD 108341 b,HD 108341,186.879,-71.4225,48.91,13.3,715.114,1129,2014,Radial Velocity,5122,0.79,K2 V
KELT-12 b,KELT-12,267.64,36.5702,368.03,19.952,301.938,5.03162,2017,Transit,6279,2.37,
HD 34445 f,HD 34445,79.4207,7.35272,46.091,6.88,37.9,676.8,2017,Radial Velocity,5836,1.38,G0 V
HD 34445 e,HD 34445,79.4207,7.35272,46.091,4.26,16.8,49.175,2017,Radial Velocity,5836,1.38,G0 V
KELT-19 A b,KELT-19 A,111.51,7.61578,300.276,21.409,1293.57,4.61171,2017,Transit,7500,1.83,A8 V
KOI-1257 b,KOI-1257,291.225,44.9273,656,10.54,460.83,86.6477,2014,Transit,5520,1.13,G5 V
TOI-1226 b,TOI-1226,103.755,-69.8671,257.93,2.41,6.39,3.92881,2026,Transit,5435,0.987,
K2-219 d,K2-219,12.8453,8.86755,325.4,2.576,7.16,11.1373,2018,Transit,5753,1.189,
HD 216435 b,HD 216435,343.409,-48.5986,32.983,13.7,400.4,1311,2002,Radial Velocity,5999,1.8,G0 V
HD 23079 b,HD 23079,54.9282,-52.9162,33.459,13.2,845.424,735.74,2001,Radial Velocity,5994,1.08,F9.5 V
BD+49 828 b,BD+49 828,45.6406,49.73,442.042,13.5,508.5,2590,2015,Radial Velocity,4943,7.6,K0
HD 20794 e,HD 20794,49.9998,-43.0667,6.003,2.03,4.77,147.02,2017,Radial Velocity,5401,0.93,G8
K2-239 b,K2-239,160.594,4.44138,31.085,1.1,1.37,5.24,2018,Transit,3420,0.36,M3.0 V
TOI-880.02,TOI-880,94.1645,-13.9873,60.668,2.19,5.43,2.57571,2024,Transit,5050,0.83,K
TOI-1232 b,TOI-1232,116.501,-61.8798,328.604,10.929,220.573,14.256,2026,Transit,5823,1.072,G1 V
WASP-71 b,WASP-71,29.2634,0.75882,362.715,13.227,441.784,2.90367,2012,Transit,6050,1.82,F8
HD 159243 c,HD 159243,263.34,5.70083,73.305,13.4,603.9,248.4,2013,Radial Velocity,6123,1.12,G0 V
HIP 91258 b,HIP 91258,279.221,61.7015,45.885,13.7,346.435,5.0505,2013,Radial Velocity,5519,0.89,G5 V
HIP 109384 b,HIP 109384,332.409,71.314,58.958,13.5,495.815,499.48,2016,Radial Velocity,5180,0.831,G5
HD 27894 c,HD 27894,65.1976,-59.4097,43.821,8.24,51.488,36.07,2017,Radial Velocity,4875,0.892,K2 V
K2-239 d,K2-239,160.594,4.44138,31.085,1.1,1.37,10.115,2018,Transit,3420,0.36,M3.0 V
Kepler-778 b,Kepler-778,287.477,44.2375,938.168,1.68,3.46,3.75574,2016,Transit,5102,0.77,
TOI-1244 b,TOI-1244,256.28,69.5191,102.551,2.467,6.6,6.40032,2024,Transit,4599,0.721,
TOI-1466 b,TOI-1466,307.397,61.5507,86.578,2.467,6.65,1.87191,2026,Transit,4435,0.75,
K2-157 b,K2-157,183.751,-5.78202,298.373,0.935,1.14,0.36526,2018,Transit,5334,0.86,G9 V
HD 33564 b,HD 33564,80.6379,79.2318,20.953,12.5,2892.1,388,2005,Radial Velocity,6250,1.437,F6 V
WASP-55 b,WASP-55,203.758,-17.5035,297.462,14.729,186.247,4.46563,2012,Transit,6096,1.09,
ROXs 12 b,ROXs 12,246.617,-25.4467,136.65,12.2,5085,,2013,Imaging,3850,1.066,M0
bet UMi b,bet UMi,222.676,74.1556,38.775,12.7,1938.7,522.3,2014,Radial Velocity,4126,38.3,K4 III
HD 216536 b,HD 216536,343.267,44.4777,376.233,13.8,333.721,148.6,2015,Radial Velocity,4639,9.83,K0
HIP 65407 b,HIP 65407,201.088,48.8847,61.78,14.3,136.031,28.125,2016,Radial Velocity,5460,0.952,K0
HD 12484 b,HD 12484,30.6115,2.81581,48.337,13.2,947.133,58.83,2016,Radial Velocity,5920,1.002,F8
NGTS-1 b,NGTS-1,82.7142,-36.631,218.121,14.908,258.078,2.6473,2017,Transit,3916,0.573,M0.5
K2-148 b,K2-148,14.5176,-0.19326,124.458,1.33,2.33,4.38395,2018,Transit,4079,0.632,
K2-158 b,K2-158,179.94,-5.72169,197.299,2.64,7.46,10.0605,2018,Transit,5503,0.95,
HD 86081 b,HD 86081,149.024,-3.80835,103.936,13.6,470.388,2.13784,2006,Radial Velocity,5939,1.46,F8
HD 45652 b,HD 45652,97.3059,10.9336,34.854,14.3,137.62,44.073,2008,Radial Velocity,5294,0.94,G8/K0
WASP-62 b,WASP-62,87.1398,-63.9883,175.631,14.796,165.272,4.41195,2012,Transit,6230,1.23,
HIP 65426 b,HIP 65426,201.15,-51.5045,108.875,16.814,2860.47,,2017,Imaging,8840,1.77,A2 V
K2-148 d,K2-148,14.5176,-0.19326,124.458,1.64,3.33,9.7579,2018,Transit,4079,0.632,
GJ 1265 b,GJ 1265,333.432,-17.6871,10.252,2.63,7.4,3.6511,2018,Radial Velocity,3236,0.192,M4.5 V
HD 6061 b,HD 6061,15.5981,37.1854,67.62,2.428,10,5.2549,2023,Transit,5934,1.007,
FU Tau b,FU Tau,65.8975,25.0507,133.495,12.2,5085.28,,2008,Imaging,2838,,M7.25
Kepler-19 c,Kepler-19,290.421,37.8517,218.562,3.68,13.1,28.731,2011,Transit Timing Variations,5544,0.859,
Kepler-25 d,Kepler-25,286.638,39.4879,243.249,10,71.9,122.4,2014,Radial Velocity,6354,1.316,F8
HIP 8541 b,HIP 8541,27.5272,-54.4652,155.121,12.6,2451.73,1852.14,2016,Radial Velocity,4672,6.84,K2 III/IV
K2-113 b,K2-113,19.4494,6.86885,635.722,12.14,410.001,5.81768,2017,Transit,5660,1.24,G
K2-152 b,K2-152,181.632,-5.82743,108.449,2.29,5.86,32.6479,2018,Transit,4044,0.61,M0.0 V
K2-243 c,K2-243,181.121,-4.89914,266.864,2.01,4.7,24.946,2018,Transit,6570,1.39,
HD 13167 b,HD 13167,32.0576,-24.6956,148.934,13.1,1052.02,2613,2018,Radial Velocity,5671,2.39,G3 V
TOI-929 b,TOI-929,45.9072,-39.9308,114.421,2.69,7.7,5.83015,2026,Transit,4457,0.717,
K2-162 b,K2-162,186.038,-1.11148,124.433,1.44,2.67,9.45889,2018,Transit,4842,0.69,
K2-161 b,K2-161,183.794,-3.49569,916.319,6.117,31.1,9.28319,2018,Transit,4972,2.568,
KELT-3 b,KELT-3,148.643,40.3879,210.252,17.486,616.59,2.70339,2013,Transit,6304,1.7,
Kepler-97 c,Kepler-97,287.327,48.6733,400.907,,344,789,2014,Radial Velocity,5779,0.98,
KELT-14 b,KELT-14,108.301,-42.4098,250.121,19.537,408.094,1.71006,2016,Transit,5720,1.52,G4
tau Cet h,tau Cet,26.0093,-15.9338,3.603,1.19,1.83,49.41,2017,Radial Velocity,5310,0.83,G8.5V
K2-154 c,K2-154,189.002,-2.66962,129.356,2.07,4.94,7.95486,2018,Transit,4097,0.63,M0.0 V
K2-246 b,K2-246,181.63,-1.1606,703.616,3.49,12,5.76918,2018,Transit,5610,0.94,
TOI-969 b,TOI-969,115.137,2.09859,77.255,2.765,9.1,1.82373,2022,Transit,4435,0.671,K V
TOI-1291 b,TOI-1291,245.818,62.9251,428.123,5.638,27.1,7.16201,2026,Transit,6140,1.811,
HD 220689 b,HD 220689,351.471,-20.6168,46.878,13.7,381.394,2266.4,2012,Radial Velocity,5921,1.068,G3 V
GJ 163 b,GJ 163,62.3228,-53.3712,15.129,3.25,10.6,8.63182,2013,Radial Velocity,3500,0.41,M
WASP-104 b,WASP-104,160.602,7.43508,185.932,12.745,404.263,1.75541,2014,Transit,5475,0.963,G8
HAT-P-53 b,HAT-P-53,21.8711,38.9681,666.802,14.773,471.66,1.96162,2015,Transit,5956,1.209,
HD 111591 b,HD 111591,192.573,22.8631,114.166,12.9,1398.45,1056.4,2017,Radial Velocity,4884,8.03,K0 III
K2-155 b,K2-155,65.4696,21.3533,72.8,1.8,3.89,6.342,2018,Transit,4258,0.58,K7
HD 180053 b,HD 180053,288.401,34.9147,137.043,13.3,697.319,213.72,2018,Radial Velocity,5131,4.06,K0
TOI-1669 c,TOI-1669,45.9565,83.5874,111.276,2.296,13,2.68005,2024,Transit,5497,1.056,
K2-165 d,K2-165,184.9,0.96833,134.591,2.648,7.5,14.1014,2018,Transit,5185,0.804,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,125.762,-49.2003,20.77,11.9,9057.77,246.36,2013,Astrometry,,,L1.5
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,132.753,11.8865,914.221,14,127.132,5.118,2014,Radial Velocity,5725,0.89,G5 V
HD 14067 b,HD 14067,34.2933,23.7676,142.024,12.2,4862.77,2744,2014,Radial Velocity,4815,12.4,G9 III
K2-30 b,K2-30,52.3421,22.2994,333.042,11.646,184.024,4.0985,2016,Transit,5425,0.844,G6 V
YZ Cet d,YZ Cet,18.1331,-16.9962,3.712,1.03,1.09,4.65626,2017,Radial Velocity,3151,0.157,M4.5 V
Kepler-90 i,KOI-351,284.433,49.3051,848.254,1.32,2.3,14.4491,2017,Transit,6015,1.29,
HD 75784 c,HD 75784,133.099,13.2331,85.432,12.8,1792.56,7900,2018,Radial Velocity,4867,3.4,G5
WASP-56 b,WASP-56,183.366,23.0557,321.084,10.536,143.024,4.6171,2012,Transit,5600,0.96,G6
GJ 667 C g,GJ 667 C,259.751,-34.9978,7.244,1.99,4.6,256.2,2013,Radial Velocity,3350,,M1.5 V
WASP-135 b,WASP-135,267.285,29.879,298.214,14.572,603.877,1.40138,2015,Transit,5675,0.96,G5 V
CoRoT-32 b,CoRoT-32,100.195,9.2574,576.683,6.389,47.675,6.71837,2018,Transit,5970,0.79,G0 VI
TOI-1054.01,TOI-1054,302.114,-54.3175,88.434,2.434,6.5,15.5078,2021,Transit,6122,1.17,
Kepler-504 b,Kepler-504,284.922,45.9723,99.069,1.59,3.15,9.54928,2016,Transit,3519,0.33,
TOI-1691 b,TOI-1691,272.404,86.8603,111.445,3.66,14.6,16.7369,2024,Transit,5759,1,
K2-221 b,K2-221,16.655,10.1897,318.81,1.679,3.46,2.39909,2018,Transit,5716,0.948,
GJ 504 b,GJ 504,199.192,9.42498,17.53,12.106,1271.3,,2013,Imaging,6234,1.26,G0 V
WASP-68 b,WASP-68,305.096,-19.3147,226.399,14.796,343.256,5.0843,2014,Transit,5910,1.79,G0
psi1 Dra B b,psi1 Dra B,265.493,72.1557,22.719,13.5,486.28,3117,2015,Radial Velocity,6212,1.256,G0 V
K2-118 b,K2-118,132.127,15.6559,321.722,2.54,6.99,50.9209,2017,Transit,4726,0.735,
GJ 3942 b,GJ 3942,242.265,52.9441,16.929,2.57,7.14,6.905,2017,Radial Velocity,3867,0.61,M0
Kepler-1654 b,Kepler-1654,282.186,44.4345,568.117,9.18,158.915,1047.84,2018,Transit,5597,1.179,G5 V
TOI-1695 b,TOI-1695,21.9217,72.2966,45.131,1.9,6.36,3.13428,2022,Transit,3690,0.515,M1 V
Kepler-750 b,Kepler-750,289.097,44.0044,1296.02,3.07,9.64,9.42887,2016,Transit,6160,1.23,
WASP-78 b,WASP-78,63.7563,-22.1164,754.258,21.633,352.791,2.17518,2012,Transit,6100,2.46,
HD 66141 b,HD 66141,120.566,2.33503,68.151,12.8,1906.9,480.5,2012,Radial Velocity,4323,21.4,K2 III
HD 203030 b,HD 203030,319.743,26.2306,39.25,14.46,3496.11,,2006,Imaging,5603,0.856,G8 V
WASP-88 b,WASP-88,309.511,-48.4621,523.756,16.365,133.489,4.954,2014,Transit,6430,1.8,F6
KIC 10001893 c,KIC 10001893,287.389,46.9845,1672.94,,,0.32528,2014,Orbital Brightness Modulation,27500,0.18,
Wolf 1061 d,Wolf 1061,247.575,-12.6677,4.306,2.69,7.7,217.21,2015,Radial Velocity,3342,0.307,M3.5
K2-130 b,K2-130,290.271,-19.6909,118.011,1.25,2.1,2.49412,2017,Transit,4356,0.744,
K2-129 b,K2-129,289.149,-25.6463,27.796,1.04,1.12,8.23949,2017,Transit,3459,0.36,
HD 147379 b,HD 147379,244.173,67.2392,10.764,4.94,21.6,86.58,2017,Radial Velocity,4090,0.628,M0.0 V
HATS-42 b,HATS-42,108.452,-33.4374,800.377,15.693,597.52,2.2921,2018,Transit,6060,1.48,
WASP-144 b,WASP-144,320.763,-40.0484,355.513,9.528,139.845,2.27832,2018,Transit,5200,0.81,K2 V
TOI-128.01,TOI-128,79.5209,-80.9644,68.473,2.219,5.56,4.94047,2024,Transit,6086,1.13,
HD 83443 c,HD 83443,144.299,-43.2727,40.899,13.6,476.743,8241,2022,Radial Velocity,5442,0.94,K0 V
TOI-1347 c,TOI-1347,280.327,70.29,147.476,1.6,6.4,4.84196,2024,Transit,5464,0.83,
HD 108147 b,HD 108147,186.441,-64.0224,38.92,10.9,82.95,10.8985,2002,Radial Velocity,6256,1.207,F8 V CH+0.4
CHXR 73 b,CHXR 73,166.619,-77.6259,190.374,12.3,3994.49,,2006,Imaging,3099,,M3.5
KIC 8540376 b,KOI-7892,282.378,44.6946,1072.3,4.1,15.8,31.8099,2015,Transit,6474,1.26,
HATS-51 b,HATS-51,102.847,-29.0587,389.57,15.805,244.093,3.34887,2017,Transit,5758,1.44,
K2-233 b,K2-233,230.48,-20.2318,67.506,1.315,2.4,2.46758,2018,Transit,4796,0.71,K3
Kepler-814 b,Kepler-814,284.911,48.4316,2055.77,2.12,5.14,6.14699,2016,Transit,6162,1.22,
TOI-209 b,TOI-209,19.3942,-66.9031,113.387,2.395,6.32,4.37944,2026,Transit,4807,0.743,
HD 18599 b,HD 18599,44.262,-56.1919,38.565,2.6,24.1,4.13744,2022,Transit,5145,0.767,K2 V
Kepler-127 c,Kepler-127,285.19,46.0281,352.794,2.66,7.56,29.3932,2014,Transit,6106,1.359,
HIP 55507 b,HIP 55507,170.523,46.9078,25.489,12.6,2585.53,5138.44,2022,Radial Velocity,4171,0.724,M0
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,133.015,11.69,852.793,13.4,572.091,77.48,2024,Radial Velocity,6000,2.13,F9.5 V
Kepler-955 b,Kepler-955,288.471,40.2698,550.383,3.13,9.96,14.5324,2016,Transit,5350,0.84,
Kepler-962 b,Kepler-962,295.313,46.2375,411.486,1.97,4.54,12.0571,2016,Transit,5478,0.86,
TOI-5678 b,TOI-5678,47.3842,-34.1985,165.393,4.91,20,47.7302,2023,Transit,5485,0.938,G7 V
HD 155918 c,HD 155918,260.536,-75.3492,27.561,12.8,1878.05,17202.2,2022,Radial Velocity,5772,1.019,G2V
TOI-6034 b,TOI-6034,317.9,68.4021,117.992,11.92,254,2.57618,2024,Transit,3635,0.489,
HD 101581 b,HIP 56998,175.256,-44.4042,12.778,0.956,0.827,4.46569,2025,Transit,4675,0.63,K4/5V
Kepler-922 b,Kepler-922,284.732,49.5331,536.323,1.42,2.6,0.93847,2016,Transit,5671,0.93,
Barnard c,Barnard's star,269.449,4.73798,1.827,0.743,0.335,4.1244,2025,Radial Velocity,3195,0.185,M3.5-4 V
TIC 32032563 b,TIC 32032563,56.0905,-68.8581,507.858,3.477,11.9,13.8346,2026,Transit,5568,1.002,
Kepler-911 b,Kepler-911,298.589,40.7507,556.168,2.6,7.27,20.3105,2016,Transit,6112,1.99,
HD 16905 b,HD 16905,40.0136,-61.355,39.74,12.4,3591.46,10256,2022,Radial Velocity,4866,0.775,K3 V
